CNPJ,RazaoSocial,Trimestre,Ano,ValorDespesas
697509000135,UNIMED CENTRO RONDÔNIA COOPERATIVA DE TRABALHO MÉDICO,3,2025,94573.45
697509000135,UNIMED CENTRO RONDÔNIA COOPERATIVA DE TRABALHO MÉDICO,3,2025,798936.35
697509000135,UNIMED CENTRO RONDÔNIA COOPERATIVA DE TRABALHO MÉDICO,3,2025,360961.53
697509000135,UNIMED CENTRO RONDÔNIA COOPERATIVA DE TRABALHO MÉDICO,3,2025,111338.38
54012406000113,UNIMED ANHANGUERA COOPERATIVA DE TRABALHO MÉDICO,3,2025,-231748.12
54012406000113,UNIMED ANHANGUERA COOPERATIVA DE TRABALHO MÉDICO,3,2025,-231748.12
54012406000113,UNIMED ANHANGUERA COOPERATIVA DE TRABALHO MÉDICO,3,2025,-231748.12
54012406000113,UNIMED ANHANGUERA COOPERATIVA DE TRABALHO MÉDICO,3,2025,-231748.12
54012406000113,UNIMED ANHANGUERA COOPERATIVA DE TRABALHO MÉDICO,3,2025,-231748.12
54012406000113,UNIMED ANHANGUERA COOPERATIVA DE TRABALHO MÉDICO,3,2025,-314535.12
1554266000149,UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO MÉDICO,3,2025,65.4
1554266000149,UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO MÉDICO,3,2025,2200.61
1554266000149,UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO MÉDICO,3,2025,3065.41
1554266000149,UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO MÉDICO,3,2025,234.16
1554266000149,UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO MÉDICO,3,2025,8247.35
1554266000149,UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO MÉDICO,3,2025,13208.86
1554266000149,UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO MÉDICO,3,2025,384703.22
1554266000149,UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO MÉDICO,3,2025,319731.08
1554266000149,UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO MÉDICO,3,2025,78725.8
1554266000149,UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO MÉDICO,3,2025,626785.42
1554266000149,UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO MÉDICO,3,2025,2059.39
1554266000149,UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO MÉDICO,3,2025,258460.77
1554266000149,UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO MÉDICO,3,2025,20287277.34
1554266000149,UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO MÉDICO,3,2025,20287277.34
1554266000149,UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO MÉDICO,3,2025,260240.02
1554266000149,UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO MÉDICO,3,2025,8033961.43
1554266000149,UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO MÉDICO,3,2025,3964174.87
1554266000149,UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO MÉDICO,3,2025,1582084.4
1554266000149,UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO MÉDICO,3,2025,7514434.14
1554266000149,UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO MÉDICO,3,2025,2748869.8
1554266000149,UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO MÉDICO,3,2025,24330003.12
1554266000149,UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO MÉDICO,3,2025,24330003.12
1554266000149,UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO MÉDICO,3,2025,387458.47
1554266000149,UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO MÉDICO,3,2025,4474381.64
1554266000149,UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO MÉDICO,3,2025,4305844.66
1554266000149,UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO MÉDICO,3,2025,1245761.23
1554266000149,UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO MÉDICO,3,2025,9568467.48
1554266000149,UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO MÉDICO,3,2025,79706.2
1554266000149,UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO MÉDICO,3,2025,1841371.42
1554266000149,UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO MÉDICO,3,2025,1475419.88
1554266000149,UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO MÉDICO,3,2025,423446.04
1554266000149,UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO MÉDICO,3,2025,2747354.76
1554266000149,UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO MÉDICO,3,2025,13954.19
1554266000149,UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO MÉDICO,3,2025,13828.03
1554266000149,UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO MÉDICO,3,2025,418304.81
1554266000149,UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO MÉDICO,3,2025,418304.81
1554266000149,UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO MÉDICO,3,2025,101361.14
1554266000149,UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO MÉDICO,3,2025,47951.17
1554266000149,UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO MÉDICO,3,2025,268992.5
1554266000149,UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO MÉDICO,3,2025,172864.46
1554266000149,UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO MÉDICO,3,2025,172864.46
1554266000149,UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO MÉDICO,3,2025,28400.82
1554266000149,UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO MÉDICO,3,2025,7736.89
1554266000149,UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO MÉDICO,3,2025,22184.7
1554266000149,UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO MÉDICO,3,2025,114542.05
1554266000149,UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO MÉDICO,3,2025,974884.91
1554266000149,UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO MÉDICO,3,2025,974884.91
1554266000149,UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO MÉDICO,3,2025,974884.91
1554266000149,UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO MÉDICO,3,2025,974884.91
1554266000149,UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO MÉDICO,3,2025,974884.91
1554266000149,UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO MÉDICO,3,2025,885966.07
1554266000149,UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO MÉDICO,3,2025,88918.84
66453168000160,UNIMED SÃO SEBASTIÃO DO PARAÍSO COOPERATIVA DE TRABALHO MÉDICO,3,2025,-88405.72
66453168000160,UNIMED SÃO SEBASTIÃO DO PARAÍSO COOPERATIVA DE TRABALHO MÉDICO,3,2025,-88405.72
66453168000160,UNIMED SÃO SEBASTIÃO DO PARAÍSO COOPERATIVA DE TRABALHO MÉDICO,3,2025,-927.22
66453168000160,UNIMED SÃO SEBASTIÃO DO PARAÍSO COOPERATIVA DE TRABALHO MÉDICO,3,2025,-13551.78
66453168000160,UNIMED SÃO SEBASTIÃO DO PARAÍSO COOPERATIVA DE TRABALHO MÉDICO,3,2025,-74053.25
552181000169,UNIMED DE MOCOCA COOPERATIVA DE TRAB. MÉDICO,3,2025,-281.13
552181000169,UNIMED DE MOCOCA COOPERATIVA DE TRAB. MÉDICO,3,2025,-10560.27
79115762000193,IRMANDADE SANTA CASA DE MISERICÓRDIA DE MARINGÁ,3,2025,-81045.48
2403281000159,SAMP ESPIRITO SANTO ASSISTENCIA MEDICA SA,3,2025,13427359.31
2403281000159,SAMP ESPIRITO SANTO ASSISTENCIA MEDICA SA,3,2025,6460.22
2403281000159,SAMP ESPIRITO SANTO ASSISTENCIA MEDICA SA,3,2025,4506542.11
2403281000159,SAMP ESPIRITO SANTO ASSISTENCIA MEDICA SA,3,2025,8914356.98
2403281000159,SAMP ESPIRITO SANTO ASSISTENCIA MEDICA SA,3,2025,29650256.97
2403281000159,SAMP ESPIRITO SANTO ASSISTENCIA MEDICA SA,3,2025,65983364.64
2403281000159,SAMP ESPIRITO SANTO ASSISTENCIA MEDICA SA,3,2025,56002946.94
2403281000159,SAMP ESPIRITO SANTO ASSISTENCIA MEDICA SA,3,2025,9980417.7
2403281000159,SAMP ESPIRITO SANTO ASSISTENCIA MEDICA SA,3,2025,292088.91
2403281000159,SAMP ESPIRITO SANTO ASSISTENCIA MEDICA SA,3,2025,1159.4
2403281000159,SAMP ESPIRITO SANTO ASSISTENCIA MEDICA SA,3,2025,971.21
3533726000188,UNIMED CUIABA COOPERATIVA DE TRABALHO MÉDICO,3,2025,1186263.95
3533726000188,UNIMED CUIABA COOPERATIVA DE TRABALHO MÉDICO,3,2025,1000970.96
3533726000188,UNIMED CUIABA COOPERATIVA DE TRABALHO MÉDICO,3,2025,185292.99
3533726000188,UNIMED CUIABA COOPERATIVA DE TRABALHO MÉDICO,3,2025,1992709.24
3533726000188,UNIMED CUIABA COOPERATIVA DE TRABALHO MÉDICO,3,2025,1681450.48
3533726000188,UNIMED CUIABA COOPERATIVA DE TRABALHO MÉDICO,3,2025,311258.76
3533726000188,UNIMED CUIABA COOPERATIVA DE TRABALHO MÉDICO,3,2025,1951190.85
3533726000188,UNIMED CUIABA COOPERATIVA DE TRABALHO MÉDICO,3,2025,982792.33
3533726000188,UNIMED CUIABA COOPERATIVA DE TRABALHO MÉDICO,3,2025,1947247.66
3533726000188,UNIMED CUIABA COOPERATIVA DE TRABALHO MÉDICO,3,2025,980806.18
3533726000188,UNIMED CUIABA COOPERATIVA DE TRABALHO MÉDICO,3,2025,3271024.45
3533726000188,UNIMED CUIABA COOPERATIVA DE TRABALHO MÉDICO,3,2025,1647577.29
2338268000163,UNIODONTO DE SC COOPERATIVA ADMINISTRADORA DE CONTRATOS,3,2025,54546.38
2338268000163,UNIODONTO DE SC COOPERATIVA ADMINISTRADORA DE CONTRATOS,3,2025,54546.38
2338268000163,UNIODONTO DE SC COOPERATIVA ADMINISTRADORA DE CONTRATOS,3,2025,54546.38
2338268000163,UNIODONTO DE SC COOPERATIVA ADMINISTRADORA DE CONTRATOS,3,2025,65630.72
3980208000102,UNIMED REGIONAL DE TRES LAGOAS COOPERATIVA DE TRABALHO MÉDICO,3,2025,286282.6
3980208000102,UNIMED REGIONAL DE TRES LAGOAS COOPERATIVA DE TRABALHO MÉDICO,3,2025,26566.47
3980208000102,UNIMED REGIONAL DE TRES LAGOAS COOPERATIVA DE TRABALHO MÉDICO,3,2025,259716.13
3980208000102,UNIMED REGIONAL DE TRES LAGOAS COOPERATIVA DE TRABALHO MÉDICO,3,2025,2254112.53
3980208000102,UNIMED REGIONAL DE TRES LAGOAS COOPERATIVA DE TRABALHO MÉDICO,3,2025,5002783.24
3980208000102,UNIMED REGIONAL DE TRES LAGOAS COOPERATIVA DE TRABALHO MÉDICO,3,2025,4803014.91
3980208000102,UNIMED REGIONAL DE TRES LAGOAS COOPERATIVA DE TRABALHO MÉDICO,3,2025,199768.33
3980208000102,UNIMED REGIONAL DE TRES LAGOAS COOPERATIVA DE TRABALHO MÉDICO,3,2025,11625.37
3980208000102,UNIMED REGIONAL DE TRES LAGOAS COOPERATIVA DE TRABALHO MÉDICO,3,2025,11625.37
3980208000102,UNIMED REGIONAL DE TRES LAGOAS COOPERATIVA DE TRABALHO MÉDICO,3,2025,6724334.7
45572583000163,GARANTIA DE SAÚDE LTDA,3,2025,-140440.13
75222224000147,UNIMED DE LONDRINA COOPERATIVA DE TRABALHO MÉDICO,3,2025,-1517130.29
75222224000147,UNIMED DE LONDRINA COOPERATIVA DE TRABALHO MÉDICO,3,2025,-1517130.29
75222224000147,UNIMED DE LONDRINA COOPERATIVA DE TRABALHO MÉDICO,3,2025,-1517130.29
75222224000147,UNIMED DE LONDRINA COOPERATIVA DE TRABALHO MÉDICO,3,2025,-1517130.29
75222224000147,UNIMED DE LONDRINA COOPERATIVA DE TRABALHO MÉDICO,3,2025,-582200.34
75222224000147,UNIMED DE LONDRINA COOPERATIVA DE TRABALHO MÉDICO,3,2025,-582200.34
75222224000147,UNIMED DE LONDRINA COOPERATIVA DE TRABALHO MÉDICO,3,2025,-934929.95
75222224000147,UNIMED DE LONDRINA COOPERATIVA DE TRABALHO MÉDICO,3,2025,-356795.89
75222224000147,UNIMED DE LONDRINA COOPERATIVA DE TRABALHO MÉDICO,3,2025,-578134.06
1012474000116,UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA,3,2025,11410079.31
1012474000116,UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA,3,2025,11213791.16
1012474000116,UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA,3,2025,4941722.11
1012474000116,UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA,3,2025,4941722.11
1012474000116,UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA,3,2025,1022408.11
1012474000116,UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA,3,2025,3475091.81
1012474000116,UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA,3,2025,54281.47
1012474000116,UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA,3,2025,1709415.29
1012474000116,UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA,3,2025,2602.48
1012474000116,UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA,3,2025,6036091.54
1012474000116,UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA,3,2025,6151648.78
1012474000116,UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA,3,2025,6151648.78
1012474000116,UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA,3,2025,752399.33
1012474000116,UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA,3,2025,4215715.33
1012474000116,UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA,3,2025,6789.49
1012474000116,UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA,3,2025,1599834.24
1012474000116,UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA,3,2025,116606.27
1012474000116,UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA,3,2025,116606.27
1012474000116,UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA,3,2025,93529.0
1012474000116,UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA,3,2025,23077.27
1012474000116,UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA,3,2025,3814.0
1012474000116,UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA,3,2025,3814.0
1012474000116,UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA,3,2025,135454.37
1012474000116,UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA,3,2025,196288.15
1012474000116,UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA,3,2025,196288.15
1012474000116,UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA,3,2025,196288.15
1012474000116,UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA,3,2025,196288.15
1012474000116,UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA,3,2025,196288.15
1012474000116,UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA,3,2025,99278.2
1012474000116,UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA,3,2025,97009.95
2314168000105,UNIMED CAJAZEIRAS - SOCIEDADE COOPERATIVA DE TRABALHO MÉDICO,3,2025,15102.59
2314168000105,UNIMED CAJAZEIRAS - SOCIEDADE COOPERATIVA DE TRABALHO MÉDICO,3,2025,15102.59
2314168000105,UNIMED CAJAZEIRAS - SOCIEDADE COOPERATIVA DE TRABALHO MÉDICO,3,2025,4447.77
2314168000105,UNIMED CAJAZEIRAS - SOCIEDADE COOPERATIVA DE TRABALHO MÉDICO,3,2025,518653.15
2314168000105,UNIMED CAJAZEIRAS - SOCIEDADE COOPERATIVA DE TRABALHO MÉDICO,3,2025,484515.29
2314168000105,UNIMED CAJAZEIRAS - SOCIEDADE COOPERATIVA DE TRABALHO MÉDICO,3,2025,34137.86
2314168000105,UNIMED CAJAZEIRAS - SOCIEDADE COOPERATIVA DE TRABALHO MÉDICO,3,2025,32416.21
2018620000183,UNIMED DE CORUMBA COOPERATIVA DE TRABALHO MÉDICO,3,2025,249899.63
2018620000183,UNIMED DE CORUMBA COOPERATIVA DE TRABALHO MÉDICO,3,2025,249899.63
2018620000183,UNIMED DE CORUMBA COOPERATIVA DE TRABALHO MÉDICO,3,2025,894262.6
2018620000183,UNIMED DE CORUMBA COOPERATIVA DE TRABALHO MÉDICO,3,2025,1397349.75
2018620000183,UNIMED DE CORUMBA COOPERATIVA DE TRABALHO MÉDICO,3,2025,1308831.12
2018620000183,UNIMED DE CORUMBA COOPERATIVA DE TRABALHO MÉDICO,3,2025,88518.63
2018620000183,UNIMED DE CORUMBA COOPERATIVA DE TRABALHO MÉDICO,3,2025,1527931.33
1569902000106,UNIMED CAÇADOR COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO DO CONTESTADO,3,2025,276715.91
1569902000106,UNIMED CAÇADOR COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO DO CONTESTADO,3,2025,276715.91
1569902000106,UNIMED CAÇADOR COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO DO CONTESTADO,3,2025,276715.91
1569902000106,UNIMED CAÇADOR COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO DO CONTESTADO,3,2025,276715.91
1569902000106,UNIMED CAÇADOR COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO DO CONTESTADO,3,2025,5370.17
697509000135,UNIMED CENTRO RONDÔNIA COOPERATIVA DE TRABALHO MÉDICO,3,2025,14670655.52
697509000135,UNIMED CENTRO RONDÔNIA COOPERATIVA DE TRABALHO MÉDICO,3,2025,14670655.52
697509000135,UNIMED CENTRO RONDÔNIA COOPERATIVA DE TRABALHO MÉDICO,3,2025,11412.72
697509000135,UNIMED CENTRO RONDÔNIA COOPERATIVA DE TRABALHO MÉDICO,3,2025,3485179.88
697509000135,UNIMED CENTRO RONDÔNIA COOPERATIVA DE TRABALHO MÉDICO,3,2025,2210137.05
697509000135,UNIMED CENTRO RONDÔNIA COOPERATIVA DE TRABALHO MÉDICO,3,2025,926.0
697509000135,UNIMED CENTRO RONDÔNIA COOPERATIVA DE TRABALHO MÉDICO,3,2025,10529763.1
697509000135,UNIMED CENTRO RONDÔNIA COOPERATIVA DE TRABALHO MÉDICO,3,2025,506199.59
697509000135,UNIMED CENTRO RONDÔNIA COOPERATIVA DE TRABALHO MÉDICO,3,2025,4421007.09
697509000135,UNIMED CENTRO RONDÔNIA COOPERATIVA DE TRABALHO MÉDICO,3,2025,30296692.3
697509000135,UNIMED CENTRO RONDÔNIA COOPERATIVA DE TRABALHO MÉDICO,3,2025,30296692.3
697509000135,UNIMED CENTRO RONDÔNIA COOPERATIVA DE TRABALHO MÉDICO,3,2025,700125.03
697509000135,UNIMED CENTRO RONDÔNIA COOPERATIVA DE TRABALHO MÉDICO,3,2025,10618160.68
697509000135,UNIMED CENTRO RONDÔNIA COOPERATIVA DE TRABALHO MÉDICO,3,2025,11193639.87
697509000135,UNIMED CENTRO RONDÔNIA COOPERATIVA DE TRABALHO MÉDICO,3,2025,48132.26
697509000135,UNIMED CENTRO RONDÔNIA COOPERATIVA DE TRABALHO MÉDICO,3,2025,11280942.53
697509000135,UNIMED CENTRO RONDÔNIA COOPERATIVA DE TRABALHO MÉDICO,3,2025,1107929.31
697509000135,UNIMED CENTRO RONDÔNIA COOPERATIVA DE TRABALHO MÉDICO,3,2025,1107929.31
697509000135,UNIMED CENTRO RONDÔNIA COOPERATIVA DE TRABALHO MÉDICO,3,2025,55414.43
697509000135,UNIMED CENTRO RONDÔNIA COOPERATIVA DE TRABALHO MÉDICO,3,2025,307221.28
697509000135,UNIMED CENTRO RONDÔNIA COOPERATIVA DE TRABALHO MÉDICO,3,2025,290007.57
697509000135,UNIMED CENTRO RONDÔNIA COOPERATIVA DE TRABALHO MÉDICO,3,2025,455286.03
697509000135,UNIMED CENTRO RONDÔNIA COOPERATIVA DE TRABALHO MÉDICO,3,2025,1719280.97
697509000135,UNIMED CENTRO RONDÔNIA COOPERATIVA DE TRABALHO MÉDICO,3,2025,1719280.97
697509000135,UNIMED CENTRO RONDÔNIA COOPERATIVA DE TRABALHO MÉDICO,3,2025,1719280.97
697509000135,UNIMED CENTRO RONDÔNIA COOPERATIVA DE TRABALHO MÉDICO,3,2025,1719280.97
697509000135,UNIMED CENTRO RONDÔNIA COOPERATIVA DE TRABALHO MÉDICO,3,2025,1719280.97
697509000135,UNIMED CENTRO RONDÔNIA COOPERATIVA DE TRABALHO MÉDICO,3,2025,2007932.03
697509000135,UNIMED CENTRO RONDÔNIA COOPERATIVA DE TRABALHO MÉDICO,3,2025,-288651.06
697509000135,UNIMED CENTRO RONDÔNIA COOPERATIVA DE TRABALHO MÉDICO,3,2025,2046403.35
26368613000170,UNIMED CARATINGA - COOPERATIVA DE TRABALHO MÉDICO LTDA,3,2025,-6653.77
87827689000100,UNIMED SERRA GAUCHA/RS COOPERATIVA DE ASSISTENCIA A SAUDE LTDA,3,2025,-197340.27
87827689000100,UNIMED SERRA GAUCHA/RS COOPERATIVA DE ASSISTENCIA A SAUDE LTDA,3,2025,-246309.86
2511261000100,UNIMED FEDERAÇAO DO ESTADO DO MATO GROSSO,3,2025,152023.79
2511261000100,UNIMED FEDERAÇAO DO ESTADO DO MATO GROSSO,3,2025,152023.79
2511261000100,UNIMED FEDERAÇAO DO ESTADO DO MATO GROSSO,3,2025,152023.79
2511261000100,UNIMED FEDERAÇAO DO ESTADO DO MATO GROSSO,3,2025,152023.79
5657234000120,UNIMED PORTO VELHO - SOCIEDADE COOPERATIVA MÉDICA LTDA,3,2025,3118788.58
5657234000120,UNIMED PORTO VELHO - SOCIEDADE COOPERATIVA MÉDICA LTDA,3,2025,3118788.58
5657234000120,UNIMED PORTO VELHO - SOCIEDADE COOPERATIVA MÉDICA LTDA,3,2025,3118788.58
5657234000120,UNIMED PORTO VELHO - SOCIEDADE COOPERATIVA MÉDICA LTDA,3,2025,3808225.8
5657234000120,UNIMED PORTO VELHO - SOCIEDADE COOPERATIVA MÉDICA LTDA,3,2025,2625122.94
86483542000188,UNIMED VALE DO CARANGOLA COOPERATIVA DE TRABALHO MEDICO LTDA,3,2025,-62563.47
80653975000158,UNIMED EXTREMO OESTE CATARINENSE COOPERATIVA DE TRABALHO MÉDICO,3,2025,-18694.96
2403281000159,SAMP ESPIRITO SANTO ASSISTENCIA MEDICA SA,3,2025,12830785.7
2403281000159,SAMP ESPIRITO SANTO ASSISTENCIA MEDICA SA,3,2025,12830785.7
2403281000159,SAMP ESPIRITO SANTO ASSISTENCIA MEDICA SA,3,2025,518538.38
2403281000159,SAMP ESPIRITO SANTO ASSISTENCIA MEDICA SA,3,2025,518538.38
2338268000163,UNIODONTO DE SC COOPERATIVA ADMINISTRADORA DE CONTRATOS,3,2025,1661609.66
2338268000163,UNIODONTO DE SC COOPERATIVA ADMINISTRADORA DE CONTRATOS,3,2025,2313872.63
2338268000163,UNIODONTO DE SC COOPERATIVA ADMINISTRADORA DE CONTRATOS,3,2025,2313872.63
2338268000163,UNIODONTO DE SC COOPERATIVA ADMINISTRADORA DE CONTRATOS,3,2025,20653.3
2314168000105,UNIMED CAJAZEIRAS - SOCIEDADE COOPERATIVA DE TRABALHO MÉDICO,3,2025,3060663.52
